id,pred
2016_1333_1435,0.336037
2016_1333_1455,0.285749
2016_1333_1355,0.328596
2016_1333_1421,0.374656
2016_1333_1401,0.304264
2016_1333_1400,0.634539
2016_1333_1386,0.508968
2016_1333_1433,0.395664
2016_1333_1463,0.366476
2016_1333_1423,0.386452
2016_1333_1453,0.454977
2016_1333_1380,0.489119
2016_1386_1462,0.263769
2016_1386_1452,0.288219
2016_1386_1458,0.427198
2016_1386_1425,0.458109
2016_1386_1409,0.429799
2016_1386_1392,0.341339
2016_1386_1451,0.403577
2016_1386_1438,0.325565
2016_1386_1428,0.461974
2016_1386_1403,0.569319
2016_1386_1393,0.551452
2016_1386_1437,0.332203
2016_1386_1396,0.625794
2016_1386_1435,0.521482
2016_1386_1455,0.402877
2016_1386_1421,0.555222
2016_1386_1401,0.273304
2016_1386_1400,0.640735
2016_1386_1433,0.520538
2016_1386_1463,0.522580
2016_1386_1423,0.572282
2016_1386_1453,0.625676
2016_1153_1314,0.177668
2016_1153_1462,0.242978
2016_1153_1452,0.268293
2016_1153_1246,0.248759
2016_1153_1231,0.242728
2016_1153_1323,0.441200
2016_1153_1458,0.405477
2016_1153_1425,0.444433
2016_1153_1344,0.433438
2016_1153_1338,0.416254
2016_1153_1276,0.458388
2016_1153_1409,0.411927
2016_1153_1392,0.325119
2016_1153_1372,0.271792
2016_1153_1451,0.379265
2016_1153_1192,0.495373
2016_1153_1195,0.451774
2016_1153_1438,0.307021
2016_1153_1277,0.254936
2016_1153_1428,0.440685
2016_1153_1235,0.454595
2016_1153_1345,0.332445
2016_1153_1371,0.406088
2016_1153_1173,0.458297
2016_1153_1403,0.552588
2016_1153_1393,0.537116
2016_1153_1211,0.353402
2016_1153_1233,0.457739
2016_1153_1201,0.487878
2016_1153_1292,0.495291
2016_1153_1214,0.540527
2016_1153_1242,0.295896
2016_1153_1437,0.313132
2016_1153_1274,0.445116
2016_1153_1268,0.492192
2016_1153_1234,0.471262
2016_1153_1160,0.562783
2016_1153_1163,0.446200
2016_1153_1396,0.603812
2016_1153_1435,0.500814
2016_1153_1455,0.386824
2016_1153_1355,0.484680
2016_1153_1218,0.439381
2016_1153_1421,0.533654
2016_1153_1332,0.279071
2016_1153_1328,0.629278
2016_1153_1401,0.426478
2016_1153_1181,0.337589
2016_1153_1400,0.624717
2016_1153_1333,0.649954
2016_1153_1386,0.450839
2016_1153_1433,0.495556
2016_1153_1320,0.574148
2016_1153_1463,0.503500
2016_1153_1423,0.725011
2016_1153_1453,0.605470
2016_1153_1167,0.522108
2016_1153_1221,0.689646
2016_1153_1380,0.624318
2016_1433_1462,0.244590
2016_1433_1452,0.268019
2016_1433_1458,0.410266
2016_1433_1451,0.383380
2016_1433_1438,0.308950
2016_1433_1437,0.314572
2016_1433_1435,0.502445
2016_1433_1455,0.385148
2016_1433_1463,0.506185
2016_1433_1453,0.608832
2016_1320_1462,0.179792
2016_1320_1452,0.207910
2016_1320_1323,0.357217
2016_1320_1458,0.325634
2016_1320_1425,0.361779
2016_1320_1344,0.351440
2016_1320_1338,0.333138
2016_1320_1409,0.332214
2016_1320_1392,0.244016
2016_1320_1372,0.205340
2016_1320_1451,0.300370
2016_1320_1438,0.247106
2016_1320_1428,0.362959
2016_1320_1345,0.277305
2016_1320_1371,0.329282
2016_1320_1403,0.479417
2016_1320_1393,0.455261
2016_1320_1437,0.268799
2016_1320_1396,0.537922
2016_1320_1435,0.419138
2016_1320_1455,0.325815
2016_1320_1355,0.403002
2016_1320_1421,0.451738
2016_1320_1332,0.395297
2016_1320_1328,0.208801
2016_1320_1401,0.297853
2016_1320_1400,0.507325
2016_1320_1333,0.759511
2016_1320_1386,0.226784
2016_1320_1433,0.594314
2016_1320_1463,0.423546
2016_1320_1423,0.471334
2016_1320_1453,0.716133
2016_1320_1380,0.575066
2016_1423_1462,0.197059
2016_1423_1452,0.223395
2016_1423_1458,0.358078
2016_1423_1425,0.396748
2016_1423_1451,0.331166
2016_1423_1438,0.266768
2016_1423_1428,0.388224
2016_1423_1437,0.279659
2016_1423_1435,0.446907
2016_1423_1455,0.343174
2016_1423_1433,0.446920
2016_1423_1463,0.392839
2016_1423_1453,0.570085
2016_1453_1462,0.152758
2016_1453_1458,0.286538
2016_1453_1455,0.312878
2016_1453_1463,0.395631
2016_1167_1314,0.169053
2016_1167_1462,0.226021
2016_1167_1452,0.248699
2016_1167_1246,0.224687
2016_1167_1231,0.229402
2016_1167_1323,0.408310
2016_1167_1458,0.381179
2016_1167_1425,0.411369
2016_1167_1344,0.405668
2016_1167_1338,0.382110
2016_1167_1276,0.427569
2016_1167_1409,0.387158
2016_1167_1392,0.303139
2016_1167_1372,0.235074
2016_1167_1451,0.365708
2016_1167_1192,0.490419
2016_1167_1195,0.446784
2016_1167_1438,0.295963
2016_1167_1277,0.240516
2016_1167_1428,0.420563
2016_1167_1235,0.421707
2016_1167_1345,0.319880
2016_1167_1371,0.386106
2016_1167_1173,0.433536
2016_1167_1403,0.523789
2016_1167_1393,0.506631
2016_1167_1211,0.332785
2016_1167_1233,0.436242
2016_1167_1201,0.477166
2016_1167_1292,0.484274
2016_1167_1214,0.539585
2016_1167_1242,0.281562
2016_1167_1437,0.303320
2016_1167_1274,0.416906
2016_1167_1268,0.460449
2016_1167_1234,0.438599
2016_1167_1396,0.590842
2016_1167_1435,0.476779
2016_1167_1455,0.362693
2016_1167_1355,0.468692
2016_1167_1218,0.418609
2016_1167_1421,0.520134
2016_1167_1332,0.387888
2016_1167_1328,0.274200
2016_1167_1401,0.237688
2016_1167_1181,0.482963
2016_1167_1400,0.598812
2016_1167_1333,0.624667
2016_1167_1386,0.458381
2016_1167_1433,0.301500
2016_1167_1320,0.566739
2016_1167_1463,0.481176
2016_1167_1423,0.530945
2016_1167_1453,0.593601
2016_1167_1221,0.684072
2016_1167_1380,0.621391
2016_1221_1314,0.075305
2016_1221_1462,0.090367
2016_1221_1452,0.118224
2016_1221_1246,0.114608
2016_1221_1231,0.105471
2016_1221_1323,0.195024
2016_1221_1458,0.150948
2016_1221_1425,0.200423
2016_1221_1344,0.182669
2016_1221_1338,0.179843
2016_1221_1276,0.219018
2016_1221_1409,0.157724
2016_1221_1392,0.141793
2016_1221_1372,0.141206
2016_1221_1451,0.150799
2016_1221_1438,0.176422
2016_1221_1277,0.175892
2016_1221_1428,0.234264
2016_1221_1235,0.228010
2016_1221_1345,0.201329
2016_1221_1371,0.211339
2016_1221_1403,0.296938
2016_1221_1393,0.280884
2016_1221_1233,0.244864
2016_1221_1292,0.248188
2016_1221_1242,0.199863
2016_1221_1437,0.216002
2016_1221_1274,0.246722
2016_1221_1268,0.289928
2016_1221_1234,0.260127
2016_1221_1396,0.340453
2016_1221_1435,0.281200
2016_1221_1455,0.261786
2016_1221_1355,0.270353
2016_1221_1421,0.296414
2016_1221_1332,0.084191
2016_1221_1328,0.277079
2016_1221_1401,0.274067
2016_1221_1400,0.368153
2016_1221_1333,0.388222
2016_1221_1386,0.290723
2016_1221_1433,0.308327
2016_1221_1320,0.330307
2016_1221_1463,0.319192
2016_1221_1423,0.319362
2016_1221_1453,0.350116
2016_1221_1380,0.366504
2016_1380_1462,0.138480
2016_1380_1452,0.168061
2016_1380_1458,0.255853
2016_1380_1425,0.292067
2016_1380_1409,0.259839
2016_1380_1392,0.195987
2016_1380_1451,0.229995
2016_1380_1438,0.213295
2016_1380_1428,0.303957
2016_1380_1403,0.406758
2016_1380_1393,0.383639
2016_1380_1437,0.244944
2016_1380_1396,0.460254
2016_1380_1435,0.358348
2016_1380_1455,0.296523
2016_1380_1421,0.379873
2016_1380_1401,0.317768
2016_1380_1400,0.477235
2016_1380_1386,0.349538
2016_1380_1433,0.370146
2016_1380_1463,0.371760
2016_1380_1423,0.402286
2016_1380_1453,0.464002
